Rank,Name,basename,Genre,Platform,Publisher,Developer,Year,Global_Sales,NA_Sales,PAL_Sales,JP_Sales
2217,Star Fox: Assault,star-fox-assault,Shooter,GC,Nintendo,Namco,2005,1.08,0.68,0.18,0.19
2220,Marvel vs. Capcom 3: Fate of Two Worlds,marvel-vs-capcom-3-fate-of-two-worlds,Fighting,X360,Capcom,Capcom,2011,1.07,0.79,0.18,0.03
2224,Prince of Persia,prince-of-persia,Adventure,PS3,Ubisoft,Ubisoft Montreal,2008,1.07,0.47,0.41,0.03
2229,Virtua Fighter,virtua-fighter,Fighting,SAT,Sega,Sega-AM2,1995,1.07,0.17,0.12,0.77
2230,MySims Agents,mysims-agents,Adventure,DS,Electronic Arts,EA Redwood Shores,2009,1.07,0.54,0.42,0.0
2232,Pro Evolution Soccer 2008,pro-evolution-soccer-2008,Sports,X360,Konami,Konami,2008,1.07,0.08,0.9,0.04
2233,Tomb Raider: Underworld,tomb-raider-underworld,Adventure,X360,Eidos Interactive,Crystal Dynamics,2008,1.07,0.53,0.42,0.01
2235,SoulCalibur III,soulcalibur-iii,Fighting,PS2,Namco,Namco,2005,1.07,0.74,0.15,0.13
2236,Naruto: Ultimate Ninja Storm,naruto-ultimate-ninja-storm,Fighting,PS3,Namco Bandai,CyberConnect2,2008,1.07,0.49,0.34,0.09
2237,Ridge Racer Revolution,ridge-racer-revolution,Racing,PS,Namco,Namco,1996,1.07,0.17,0.12,0.71
2241,Spore Creatures,spore-creatures,Simulation,DS,Electronic Arts,Foundation 9,2008,1.07,0.66,0.3,0.0
2245,DiRT 3,dirt-3,Racing,PS3,Codemasters,Codemasters,2011,1.06,0.27,0.58,0.01
2252,Endless Ocean,endless-ocean,Adventure,Wii,Nintendo,Arika,2008,1.06,0.43,0.46,0.09
2255,Sonic Generations,sonic-generations,Platform,3DS,Sega,Sonic Team,2011,1.06,0.44,0.52,0.01
2262,Darksiders,darksiders,Action,X360,THQ,Vigil Games,2010,1.06,0.67,0.28,0.01
2264,Mercenaries 2: World in Flames,mercenaries-2-world-in-flames,Shooter,X360,Electronic Arts,Pandemic Studios,2008,1.06,0.65,0.3,0.01
2267,Call of Duty 4: Modern Warfare,call-of-duty-4-modern-warfare,Shooter,DS,Activision,n-Space,2007,1.05,0.95,0.02,0.01
2269,Resident Evil: The Darkside Chronicles,resident-evil-the-darkside-chronicles,Shooter,Wii,Capcom,"Cavia, inc.",2009,1.05,0.46,0.31,0.2
2275,UFC Undisputed 3,ufc-undisputed-3,Fighting,PS3,THQ,Yukie's Osaka,2012,1.05,0.55,0.33,0.03
2277,MySims Agents,mysims-agents,Adventure,Wii,Electronic Arts,EA Redwood Shores,2009,1.05,0.63,0.32,0.0
2278,Lego Marvel Super Heroes: Universe in Peril,lego-marvel-super-heroes-universe-in-peril,Action,3DS,Warner Bros. Interactive Entertainment,TT Fusion,2013,1.05,0.42,0.5,0.04
2286,Virtua Tennis 3,virtua-tennis-3,Sports,PS3,Sega,Sega-AM3,2007,1.05,0.23,0.58,0.03
2288,The Evil Within 2,the-evil-within-2,Action,PS4,Bethesda Softworks,Tango Gameworks,2017,1.05,0.31,0.49,0.09
2294,Rocksmith 2014,rocksmith-2014,Music,PS3,Ubisoft,Ubisoft San Francisco,2013,1.05,0.56,0.26,0.05
2300,WWE SmackDown vs. Raw 2010,wwe-smackdown-vs-raw-2010,Fighting,X360,THQ,JAKKS Pacific,2009,1.04,0.56,0.37,0.01
2301,Sleeping Dogs,sleeping-dogs,Action-Adventure,PS3,Square Enix,United Front Games,2012,1.04,0.31,0.5,0.05
2302,Tales of Destiny,tales-of-destiny,Role-Playing,PS,Namco,Wolfteam,1998,1.04,0.09,0.06,0.83
2305,Prey (2017),prey-2017,Shooter,PS4,Bethesda Softworks,Arkane Studios,2017,1.04,0.25,0.62,0.02
2307,Mega Man X4,mega-man-x4,Platform,PS,Capcom,Capcom,1997,1.04,0.45,0.3,0.22
2308,Naruto: Clash of Ninja 2,naruto-clash-of-ninja-2,Fighting,GC,D3 Publisher,8ing/Raizing,2006,1.04,0.44,0.12,0.45
2310,Bomberman 64,bomberman-64,Puzzle,N64,Hudson Soft,Hudson Soft,1997,1.04,0.5,0.2,0.31
2319,MotorStorm: Arctic Edge,motorstorm-arctic-edge,Racing,PSP,Sony Computer Entertainment,Bigbig Studios,2009,1.04,0.16,0.58,0.0
2320,Brink,brink,Shooter,X360,Bethesda Softworks,Splash Damage,2011,1.04,0.59,0.35,0.01
2326,Nioh,nioh,Action,PS4,Sony Interactive Entertainment,Team Ninja,2017,1.03,0.34,0.36,0.2
2328,Tom Clancy's Ghost Recon Advanced Warfighter 2,tom-clancys-ghost-recon-advanced-warfighter-2,Shooter,PS3,Ubisoft,Red Storm Entertainment / Ubisoft Paris,2007,1.03,0.34,0.48,0.02
2329,Disney Fairies: Tinker Bell and the Lost Treasure,disney-fairies-tinker-bell-and-the-lost-treasure,Adventure,DS,Disney Interactive Studios,Hyde,2009,1.03,0.57,0.35,0.02
2330,FIFA Soccer 08,fifa-soccer-08,Sports,Wii,EA Sports,EA Canada,2007,1.03,0.32,0.59,0.01
2341,Sonic Unleashed,sonic-unleashed,Platform,PS3,Sega,Sonic Team,2008,1.03,0.56,0.32,0.01
2343,Dragon Ball Z: Budokai Tenkaichi 3,dragon-ball-z-budokai-tenkaichi-3,Fighting,Wii,Atari,Spike / Bandai Namco Games,2007,1.03,0.32,0.36,0.26
2347,Pokemon Conquest,pokemon-conquest,Role-Playing,DS,Nintendo,Tecmo Koei Games,2012,1.02,0.56,0.05,0.37
2350,Shrek 2,shrek-2,Platform,GC,Activision,"Luxoflux, Inc.",2004,1.02,0.73,0.26,0.01
2352,Bulletstorm,bulletstorm,Shooter,X360,Electronic Arts,People Can Fly,2011,1.02,0.61,0.32,0.01
2365,Steep,steep,Sports,PS4,Ubisoft,Ubisoft Annecy,2016,1.01,0.23,0.6,0.02
2368,F1 2012,f1-2012,Racing,PS3,Codemasters,Codemasters Birmingham,2012,1.01,0.12,0.65,0.05
2369,EyePet,eyepet,Simulation,PS3,Sony Computer Entertainment,SCEE London Studio,2010,1.01,0.37,0.52,0.04
2372,LEGO Marvel's Avengers,lego-marvels-avengers,Action,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,2016,1.01,0.31,0.53,0.01
2379,Prince of Persia,prince-of-persia,Adventure,X360,Ubisoft,Ubisoft Montreal,2008,1.01,0.54,0.34,0.02
2382,NBA 2K10,nba-2k10,Sports,X360,2K Sports,Visual Concepts,2009,1.01,0.91,0.02,0.0
2383,Evolve,evolve,Shooter,PS4,2K Games,Turtle Rock Studios,2015,1.01,0.38,0.41,0.05
2387,Breath of Fire III,breath-of-fire-iii,Role-Playing,PS,Capcom,Capcom,1998,1.0,0.29,0.19,0.46
2389,Rayman Origins,rayman-origins,Platform,PS3,Ubisoft,Ubisoft,2011,1.0,0.33,0.5,0.01
2390,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,Sports,X360,Konami,Konami,2008,1.0,0.13,0.76,0.03
2391,Dead or Alive 2,dead-or-alive-2,Fighting,PS2,Tecmo,Team Ninja,2000,1.0,0.3,0.24,0.38
2392,UFC Undisputed 3,ufc-undisputed-3,Fighting,X360,THQ,Yukie's Osaka,2012,1.0,0.72,0.2,0.0
2395,1942,1942,Shooter,NES,Capcom,Capcom,1986,1.0,0.65,0.14,0.21
2402,Excitebike 64,excitebike-64,Racing,N64,Nintendo,Left Field Productions,2000,1.0,0.65,0.15,0.19
2429,SoulCalibur II,soulcalibur-ii,Fighting,XB,Namco,Namco,2003,1.0,0.78,0.18,0.03
2432,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),winning-eleven-pro-evolution-soccer-2007-all-region-sales,Sports,X360,Konami,Konami Computer Entertainment Tokyo,2007,1.0,0.08,0.9,0.02
2435,Tom Clancy's Splinter Cell: Blacklist,tom-clancys-splinter-cell-blacklist,Action-Adventure,X360,Ubisoft,Ubisoft Toronto,2013,1.0,0.57,0.33,0.01
2437,Dynasty Warriors 3: Xtreme Legends,dynasty-warriors-3-xtreme-legends,Action,PS2,KOEI,Omega Force,2003,1.0,0.13,0.1,0.74
2439,Guitar Hero: Aerosmith,guitar-hero-aerosmith,Misc,PS3,Activision,Neversoft,2008,1.0,0.73,0.15,0.0
2442,Ace Combat X: Skies of Deception,ace-combat-x-skies-of-deception,Simulation,PSP,Namco Bandai,Bandai Namco Games,2006,1.0,0.37,0.31,0.12
2444,Haze,haze,Shooter,PS3,Ubisoft,Free Radical Design,2008,0.99,0.49,0.33,0.02
2447,Tales of Graces f,tales-of-graces-f,Role-Playing,PS3,Namco Bandai,Namco Tales Studio,2012,0.99,0.28,0.19,0.45
2448,DiRT 2,dirt-2,Racing,PS3,Codemasters,Codemasters,2009,0.99,0.27,0.53,0.0
2450,The Bouncer,the-bouncer,Action,PS2,Square,SquareSoft,2001,0.99,0.3,0.23,0.38
2451,Apollo Justice: Ace Attorney,apollo-justice-ace-attorney,Adventure,DS,Capcom,Capcom,2008,0.99,0.28,0.05,0.64
2452,Rocksmith 2014,rocksmith-2014,Music,X360,Ubisoft,Ubisoft San Francisco,2013,0.99,0.73,0.16,0.0
2455,Dragon Age: Inquisition,dragon-age-inquisition,Role-Playing,XOne,Electronic Arts,BioWare Edmonton,2014,0.99,0.63,0.27,0.0
2459,Army of Two: The 40th Day,army-of-two-the-40th-day,Shooter,X360,Electronic Arts,EA Montreal,2010,0.99,0.65,0.24,0.0
2460,PlayStation All-Stars Battle Royale,playstation-all-stars-battle-royale,Fighting,PS3,Sony Computer Entertainment,SuperBot Entertainment,2012,0.99,0.5,0.28,0.04
2463,Tom Clancy's Splinter Cell: Blacklist,tom-clancys-splinter-cell-blacklist,Action-Adventure,PS3,Ubisoft,Ubisoft Toronto,2013,0.98,0.34,0.44,0.06
2464,The LEGO Movie Videogame,the-lego-movie-videogame,Action-Adventure,PS3,Warner Bros. Interactive Entertainment,TT Fusion,2014,0.98,0.33,0.47,0.03
2467,Pro Evolution Soccer 2008,pro-evolution-soccer-2008,Sports,PSP,Konami,Konami,2008,0.98,0.02,0.53,0.19
2469,Sniper Elite V2,sniper-elite-v2,Shooter,PS3,505 Games,Rebellion Developments,2012,0.98,0.38,0.4,0.06
2470,Zoo Tycoon DS,zoo-tycoon-ds,Strategy,DS,THQ,Blue Fang Games,2005,0.98,0.86,0.03,0.01
2471,Mario Party Advance,mario-party-advance,Misc,GBA,Nintendo,Hudson Soft,2005,0.98,0.5,0.19,0.28
2473,Tetris 2,tetris-2,Puzzle,NES,Nintendo,Nintendo,1993,0.98,0.62,0.13,0.21
2478,Suikoden III,suikoden-iii,Role-Playing,PS2,Konami,KCET,2002,0.98,0.29,0.23,0.38
2486,Fire Emblem,fire-emblem,Strategy,GBA,Nintendo,Intelligent Systems,2003,0.97,0.49,0.18,0.29
2491,EA Sports UFC 3,ea-sports-ufc-3,Sports,PS4,EA Sports,EA Vancouver,2018,0.97,0.4,0.41,0.01
2493,Grand Theft Auto: Vice City Stories,grand-theft-auto-vice-city-stories,Action,PS2,Rockstar Games,Rockstar Leeds,2007,0.97,0.78,0.03,0.03
2503,Dark Cloud 2,dark-cloud-2,Role-Playing,PS2,Sony Computer Entertainment,Level 5,2003,0.96,0.38,0.25,0.26
2507,Tom Clancy's Ghost Recon: Future Soldier,tom-clancys-ghost-recon-future-soldier,Shooter,PS3,Ubisoft,Ubisoft Paris,2012,0.96,0.41,0.33,0.09
2509,Star Fox 64 3D,star-fox-64-3d,Shooter,3DS,Nintendo,Nintendo EAD,2011,0.96,0.48,0.29,0.13
2513,Star Soldier,star-soldier,Shooter,NES,Taxan,Hudson Soft,1988,0.96,0.32,0.06,0.57
2514,de Blob,de-blob,Platform,Wii,THQ,Blue Tongue,2008,0.96,0.49,0.37,0.0
2517,PilotWings Resort,pilotwings-resort,Simulation,3DS,Nintendo,Monster Games,2011,0.96,0.4,0.36,0.13
2523,Shinobi,shinobi,Action,PS2,Sega,Overworks,2002,0.96,0.36,0.28,0.22
2533,Harvest Moon 3D: A New Beginning,harvest-moon-3d-a-new-beginning,Simulation,3DS,Natsume,Marvelous,2012,0.95,0.41,0.18,0.31
2536,Sonic Unleashed,sonic-unleashed,Platform,X360,Sega,Sonic Team,2008,0.95,0.54,0.32,0.0
2544,Mega Man Star Force Dragon / Leo / Pegasus,mega-man-star-force-dragon,Role-Playing,DS,Capcom,Capcom,2007,0.95,0.39,0.0,0.53
2545,Wild ARMs,wild-arms,Role-Playing,PS,Sony Computer Entertainment,Media.Vision,1997,0.95,0.26,0.17,0.46
2546,Kessen,kessen,Strategy,PS2,Electronic Arts,Koei,2000,0.95,0.27,0.21,0.41
2549,Lost Planet 2,lost-planet-2,Shooter,PS3,Capcom,Capcom,2010,0.95,0.29,0.34,0.2
2550,Driver: San Francisco,driver-san-francisco,Racing,PS3,Ubisoft,Ubisoft Reflections,2011,0.95,0.24,0.53,0.01
2554,White Knight Chronicles: International Edition,white-knight-chronicles-international-edition,Role-Playing,PS3,Sony Computer Entertainment,Level 5,2010,0.95,0.34,0.16,0.36
2557,Disney Magic Castle: My Happy Life,disney-magic-castle-my-happy-life,Simulation,3DS,Nintendo,High Horse Entertainment,2014,0.94,0.17,0.2,0.53
2561,Colin McRae Rally 04,colin-mcrae-rally-04,Racing,PS2,Codemasters,Codemasters,2003,0.94,0.01,0.71,0.01
2570,WWE SmackDown vs. Raw 2009,wwe-smackdown-vs-raw-2009,Fighting,PS3,THQ,Yuke's Media Creations,2008,0.94,0.51,0.3,0.01
2574,SaGa Frontier 2,saga-frontier-2,Role-Playing,PS,Square EA,SquareSoft,2000,0.94,0.1,0.07,0.71
2579,Bully,bully,Action,PS2,Rockstar Games,Rockstar Vancouver,2006,0.94,0.75,0.03,0.04
2591,Kingdom Hearts Re:coded,kingdom-hearts-recoded,Role-Playing,DS,Square Enix,High Horse Entertainment,2011,0.93,0.53,0.09,0.27
2598,Castlevania II: Simon's Quest,castlevania-ii-simons-quest,Platform,NES,Konami,Konami,1988,0.93,0.45,0.06,0.42
2599,Mega Man 4,mega-man-4,Platform,NES,Capcom,Capcom,1992,0.93,0.51,0.09,0.32
2602,Bayonetta,bayonetta,Action,X360,Sega,PlatinumGames,2010,0.93,0.51,0.25,0.09
2607,Operation Flashpoint: Dragon Rising,operation-flashpoint-dragon-rising,Shooter,X360,Codemasters,Codemasters,2009,0.93,0.36,0.45,0.02
2613,Phoenix Wright: Ace Attorney,phoenix-wright-ace-attorney,Adventure,DS,Capcom,Capcom,2005,0.93,0.44,0.05,0.39
2621,Dante's Inferno,dantes-inferno,Action,X360,Electronic Arts,Visceral Games,2010,0.92,0.63,0.2,0.02
2626,Balloon Fight,balloon-fight,Platform,NES,Nintendo,Nintendo R&D1,1986,0.92,0.39,0.09,0.43
2629,SSX,ssx,Sports,PS3,EA Sports,EA Canada,2012,0.92,0.35,0.42,0.02
2631,Xenoblade Chronicles,xenoblade-chronicles,Role-Playing,Wii,Nintendo,Monolith Soft,2012,0.92,0.43,0.25,0.16
2632,Crysis 3,crysis-3,Shooter,X360,Electronic Arts,Crytek,2013,0.92,0.51,0.32,0.01
2633,Killzone: Mercenary,killzone-mercenary,Misc,PSV,Sony Computer Entertainment America,Guerrilla Games,2013,0.92,0.2,0.47,0.04
2636,Tobal No.1,tobal-no1,Fighting,PS,Sony Computer Entertainment,DreamFactory,1996,0.92,0.12,0.08,0.66
2637,Blue Dragon,blue-dragon,Role-Playing,X360,Microsoft Game Studios,Mistwalker Corporation / Artoon,2007,0.92,0.3,0.33,0.21
2640,EA Sports Grand Slam Tennis,ea-sports-grand-slam-tennis,Sports,Wii,EA Sports,EA Vancouver,2009,0.92,0.28,0.51,0.02
2642,Dynasty Warriors 7,dynasty-warriors-7,Action,PS3,Tecmo Koei,Omega Force,2011,0.91,0.25,0.14,0.46
2645,Crysis 3,crysis-3,Shooter,PS3,Electronic Arts,Crytek,2013,0.91,0.26,0.48,0.03
2647,Tom Clancy's EndWar,tom-clancys-endwar,Strategy,X360,Ubisoft,Ubisoft Shanghai,2008,0.91,0.58,0.24,0.01
2648,Tokyo Xtreme Racer 3,tokyo-xtreme-racer-3,Racing,PS2,Crave Entertainment,Genki,2003,0.91,0.35,0.27,0.21
2649,Sonic Riders: Zero Gravity,sonic-riders-zero-gravity,Racing,Wii,Sega,Sonic Team,2008,0.91,0.48,0.32,0.02
2650,Colin McRae Rally 2.0,colin-mcrae-rally-20,Racing,PS,Codemasters,Codemasters,2000,0.91,0.02,0.8,0.02
2658,Operation Flashpoint: Dragon Rising,operation-flashpoint-dragon-rising,Shooter,PS3,Codemasters,Codemasters,2009,0.91,0.23,0.46,0.05
2663,The Witcher 2: Assassins of Kings,the-witcher-2-assassins-of-kings,Role-Playing,X360,Warner Bros. Interactive,CD Projekt Red Studio,2012,0.9,0.48,0.33,0.02
2664,Homefront,homefront,Shooter,PS3,THQ,Kaos Studios,2011,0.9,0.32,0.4,0.04
2665,Lost Odyssey,lost-odyssey,Role-Playing,X360,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,2008,0.9,0.45,0.26,0.11
2672,SOCOM 4: U.S. Navy SEALs,socom-4-us-navy-seals,Shooter,PS3,Sony Computer Entertainment,Zipper Interactive,2011,0.9,0.66,0.12,0.04
2678,Hot Shots Tennis,hot-shots-tennis,Sports,PS2,Sony Computer Entertainment,Clap Hanz,2007,0.9,0.17,0.13,0.55
2680,Resistance: Retribution,resistance-retribution,Shooter,PSP,Sony Computer Entertainment,SCEA Bend Studio,2009,0.9,0.27,0.36,0.05
2681,Final Fantasy X / X-2 HD Remaster,final-fantasy-x,Role-Playing,PS4,Square Enix,Square Enix,2015,0.9,0.34,0.36,0.07
2682,Sonic Heroes,sonic-heroes,Platform,XB,Sega,Sonic Team,2004,0.9,0.41,0.43,0.01
2684,Spider-Man 3,spider-man-3,Platform,PS2,Activision,Vicarious Visions,2007,0.9,0.74,0.03,0.01
2698,Castlevania: Circle of the Moon,castlevania-circle-of-the-moon,Platform,GBA,Konami,KCEK,2001,0.89,0.6,0.22,0.05
2699,Pure,pure,Racing,PS3,Disney Interactive Studios,Black Rock Studio,2008,0.89,0.42,0.33,0.0
2700,Ni no Kuni II: Revenant Kingdom,ni-no-kuni-ii-revenant-kingdom,Role-Playing,PS4,Namco Bandai Games,Level 5,2018,0.89,0.33,0.31,0.12
2702,Classic NES Series: The Legend of Zelda,classic-nes-series-the-legend-of-zelda,Adventure,GBA,Nintendo,Nintendo,2004,0.89,0.46,0.17,0.24
2703,Fire Emblem: The Sacred Stones,fire-emblem-the-sacred-stones,Strategy,GBA,Nintendo,Intelligent Systems,2005,0.89,0.42,0.16,0.3
2707,God of War III Remastered,god-of-war-iii-remastered,Action,PS4,Sony Computer Entertainment,SCEA Santa Monica Studio,2015,0.89,0.4,0.33,0.02
2708,We Ski & Snowboard,we-ski-amp-snowboard,Sports,Wii,Namco Bandai,Namco Bandai Games,2009,0.89,0.38,0.29,0.15
2711,Ace Combat 2,ace-combat-2,Simulation,PS,Namco,Namco,1997,0.89,0.16,0.11,0.56
2712,Dissidia 012: Duodecim Final Fantasy,dissidia-012-duodecim-final-fantasy,Fighting,PSP,Square Enix,Square Enix,2011,0.89,0.21,0.13,0.46
2714,Resident Evil: Revelations,resident-evil-revelations,Action,3DS,Capcom,Capcom,2012,0.89,0.3,0.23,0.3
2721,FIFA Soccer 09 All-Play,fifa-soccer-09-all-play,Sports,Wii,Electronic Arts,EA Canada,2008,0.89,0.28,0.52,0.0
2722,Samba De Amigo,samba-de-amigo,Misc,Wii,Sega,Gearbox Software,2008,0.89,0.41,0.37,0.01
2728,Mega Man 8 Anniversary Collector's Edition,mega-man-8-anniversary-collectors-edition,Platform,PS,Capcom,Capcom,1997,0.88,0.44,0.3,0.09
2730,F1 2010,f1-2010,Racing,X360,Codemasters,Codemasters Birmingham,2010,0.88,0.18,0.59,0.01
2731,Call of Juarez: Bound in Blood,call-of-juarez-bound-in-blood,Shooter,PS3,Ubisoft,Techland,2009,0.88,0.35,0.38,0.01
2732,The Lord of the Rings: War in the North,the-lord-of-the-rings-war-in-the-north,Role-Playing,X360,Warner Bros. Interactive,Snowblind Studios,2011,0.88,0.55,0.24,0.0
2733,Star Wars: The Force Unleashed,star-wars-the-force-unleashed,Action,DS,LucasArts,n-Space,2008,0.88,0.5,0.29,0.0
2735,LittleBigPlanet Karting,littlebigplanet-karting,Racing,PS3,Sony Computer Entertainment,United Front Games,2012,0.88,0.42,0.31,0.01
2736,Monster 4x4: World Circuit,monster-4x4-world-circuit,Racing,Wii,Ubisoft,Ubisoft Montreal,2006,0.88,0.8,0.0,0.01
2738,Sonic Chronicles: The Dark Brotherhood,sonic-chronicles-the-dark-brotherhood,Role-Playing,DS,Sega,BioWare Corp.,2008,0.88,0.5,0.29,0.01
2744,WWE SmackDown vs. Raw 2011,wwe-smackdown-vs-raw-2011,Fighting,X360,THQ,JAKKS Pacific,2010,0.88,0.44,0.35,0.0
2747,Metal Gear Ac!d,metal-gear-acd,Strategy,PSP,Konami,Konami,2005,0.87,0.32,0.26,0.12
2752,Tales of Xillia 2,tales-of-xillia-2,Misc,PS3,Namco Bandai Games,Unknown,2014,0.87,0.22,0.13,0.45
2754,Michael Jackson: The Experience,michael-jackson-the-experience,Misc,X360,Ubisoft,Ubisoft Montreal,2011,0.87,0.62,0.18,0.0
2757,Sleeping Dogs,sleeping-dogs,Action-Adventure,X360,Square Enix,United Front Games,2012,0.87,0.38,0.4,0.01
2758,Kingdoms of Amalur: Reckoning,kingdoms-of-amalur-reckoning,Role-Playing,X360,Electronic Arts,38 Studios,2012,0.87,0.55,0.24,0.01
2760,Need for Speed: V-Rally,need-for-speed-v-rally,Racing,PS,Electronic Arts,Infogrames,1997,0.87,0.43,0.29,0.09
2762,Final Fantasy XIV Online,final-fantasy-xiv-online,MMO,PS3,Square Enix,Square Enix,2013,0.87,0.39,0.09,0.28
2763,Super Bomberman R,super-bomberman-r,Puzzle,NS,Konami Digital Entertainment,HexaDrive,2017,0.87,0.31,0.32,0.19
2764,The Evil Within,the-evil-within,Misc,PS3,Bethesda Softworks,Tango Gameworks,2014,0.87,0.27,0.35,0.13
2766,Paper Mario: Color Splash,paper-mario-color-splash,Action-Adventure,WiiU,Nintendo,Intelligent Systems,2016,0.87,0.35,0.37,0.08
2770,Cooking Mama: World Kitchen,cooking-mama-world-kitchen,Simulation,Wii,Majesco,Cooking Mama Limited,2008,0.87,0.51,0.27,0.01
2771,GRID,grid,Racing,X360,Codemasters,Codemasters,2008,0.87,0.33,0.44,0.01
2773,Red Faction: Guerrilla,red-faction-guerrilla,Shooter,X360,THQ,Volition Inc.,2009,0.87,0.48,0.29,0.01
2775,Mario Party: Star Rush,mario-party-star-rush,Party,3DS,Nintendo,"Nd Cube Co., Ltd.",2016,0.87,0.25,0.37,0.2
2778,Brothers In Arms: Hell's Highway,brothers-in-arms-hells-highway,Shooter,X360,Ubisoft,Gearbox Software,2008,0.87,0.47,0.3,0.0
2779,Vagrant Story,vagrant-story,Role-Playing,PS,Square EA,SquareSoft,2000,0.87,0.3,0.2,0.3
2780,Warriors Orochi,warriors-orochi,Action,PS2,KOEI,Omega Force,2007,0.87,0.11,0.09,0.64
2781,Mercenaries 2: World in Flames,mercenaries-2-world-in-flames,Shooter,PS3,Electronic Arts,Pandemic Studios,2008,0.87,0.29,0.4,0.02
2786,Endless Ocean: Blue World,endless-ocean-blue-world,Simulation,Wii,Nintendo,Arika,2010,0.87,0.46,0.22,0.12
2789,Wii Fit U,wii-fit-u,Misc,WiiU,Nintendo,Nintendo,2014,0.86,0.35,0.24,0.21
2790,Final Fantasy X / X-2 HD Remaster,final-fantasy-x,Role-Playing,PSV,Square Enix,Square Enix,2014,0.86,0.16,0.29,0.28
2792,Tales of the Abyss,tales-of-the-abyss,Role-Playing,3DS,Namco Bandai,Namco Tales Studio,2012,0.86,0.45,0.2,0.15
2794,Beijing 2008,beijing-2008,Sports,PS3,Sega,Eurocom Entertainment Software,2008,0.86,0.14,0.54,0.01
2795,Winning Eleven: Pro Evolution Soccer 2007,winning-eleven-pro-evolution-soccer-2007,Sports,PSP,Konami,Konami Computer Entertainment Tokyo,2007,0.86,0.01,0.72,0.12
2797,BioShock: The Collection,bioshock-the-collection,Shooter,PS4,2K Games,"Blind Squirrel Digital, Inc",2016,0.86,0.41,0.28,0.03
2807,Bayonetta 2,bayonetta-2,Action,WiiU,Nintendo,PlatinumGames,2014,0.86,0.37,0.32,0.1
2808,Gold's Gym: Dance Workout,golds-gym-dance-workout,Sports,Wii,Ubisoft,Land Ho!,2010,0.86,0.69,0.1,0.0
2809,Dynasty Warriors 4: Xtreme Legends,dynasty-warriors-4-xtreme-legends,Action,PS2,KOEI,Omega Force,2003,0.86,0.17,0.13,0.51
2815,Kingdoms of Amalur: Reckoning,kingdoms-of-amalur-reckoning,Role-Playing,PS3,Electronic Arts,38 Studios,2012,0.85,0.37,0.29,0.09
2816,Thief,thief,Action,PS4,Square Enix,Eidos Montreal,2014,0.85,0.28,0.41,0.03
2818,2010 FIFA World Cup South Africa,2010-fifa-world-cup-south-africa,Sports,X360,EA Sports,EA Canada,2010,0.85,0.32,0.42,0.02
2821,Ninja Gaiden Sigma 2,ninja-gaiden-sigma-2,Action,PS3,Tecmo Koei,Team Ninja,2009,0.85,0.52,0.16,0.08
2822,Street Fighter Alpha 2,street-fighter-alpha-2,Fighting,PS,Capcom,Capcom,1996,0.85,0.14,0.09,0.57
2825,Dragon Ball Z: Burst Limit,dragon-ball-z-burst-limit,Fighting,PS3,Atari,Dimps Corporation,2008,0.85,0.22,0.34,0.18
2826,Castlevania III: Dracula's Curse,castlevania-iii-draculas-curse,Platform,NES,Konami,Konami,1990,0.85,0.4,0.07,0.37
2827,Army of Two: The 40th Day,army-of-two-the-40th-day,Shooter,PS3,Electronic Arts,EA Montreal,2010,0.85,0.44,0.27,0.01
2831,Farming Simulator 17,farming-simulator-17,Simulation,PS4,Focus Home Interactive,Giants Software,2016,0.85,0.19,0.52,0.01
2834,LEGO Jurassic World,lego-jurassic-world,Action,3DS,Warner Bros. Interactive Entertainment,TT Fusion,2015,0.85,0.35,0.39,0.04
2839,The House of the Dead: Overkill,the-house-of-the-dead-overkill,Shooter,Wii,Sega,Headstrong Games,2009,0.85,0.44,0.3,0.02
2840,Street Fighter EX3,street-fighter-ex3,Fighting,PS2,Capcom,Arika,2000,0.85,0.32,0.25,0.2
2841,Darksiders II,darksiders-ii,Action-Adventure,PS3,THQ,Vigil Games,2012,0.85,0.35,0.37,0.01
2844,Sniper Elite V2,sniper-elite-v2,Shooter,X360,505 Games,Rebellion Developments,2012,0.84,0.46,0.28,0.02
2845,Xenoblade Chronicles X,xenoblade-chronicles-x,Role-Playing,WiiU,Nintendo,Monolith Soft,2015,0.84,0.34,0.29,0.15
2846,NBA 2K10,nba-2k10,Sports,PS3,2K Sports,Visual Concepts,2009,0.84,0.75,0.01,0.01
2849,Skate 2,skate-2,Sports,PS3,Electronic Arts,EA Black Box,2009,0.84,0.46,0.25,0.01
2853,ZombiU,zombiu,Action,WiiU,Ubisoft,Ubisoft Montpellier,2012,0.84,0.35,0.37,0.05
