Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Year
8228,Pro Evolution Soccer 2011,pro-evolution-soccer-2011,Sports,E,Wii,Konami,Konami,0.22,0.07,0.1,0.03,2010
8260,Code Name: S.T.E.A.M.,code-name-steam,Strategy,T,3DS,Nintendo,Intelligent Systems,0.22,0.14,0.05,0.02,2015
8264,Dead by Daylight,dead-by-daylight,Action,M,PS4,505 Games,Behaviour Interactive Inc.,0.22,0.11,0.06,0.02,2017
8265,Breath of Fire,breath-of-fire,Role-Playing,E,GBA,Capcom,Capcom,0.22,0.11,0.04,0.06,2001
8268,Attack on Titan 2,attack-on-titan-2,Action,M,PS4,Koei Tecmo,Omega Force,0.22,0.09,0.04,0.06,2018
8285,Galactic Wrestling: Featuring Ultimate Muscle,galactic-wrestling-featuring-ultimate-muscle,Fighting,T,PS2,Bandai,Aki Corporation,0.22,0.03,0.02,0.17,2004
8286,Dino Stalker,dino-stalker,Shooter,M,PS2,Capcom,Capcom,0.22,0.07,0.06,0.08,2002
8287,Super Swing Golf,super-swing-golf,Sports,E10,Wii,Tecmo,Ntreev Soft,0.22,0.14,0.01,0.07,2006
8293,Life Is Strange: Before the Storm,life-is-strange-before-the-storm,Adventure,M,PS4,Square Enix,Deck Nine,0.22,0.11,0.06,0.02,2018
8300,Resident Evil: Revelations,resident-evil-revelations,Shooter,M,WiiU,Capcom,Capcom,0.22,0.09,0.08,0.03,2013
8303,The Legend of Heroes: Trails of Cold Steel II,the-legend-of-heroes-trails-of-cold-steel-ii,Role-Playing,T,PS3,Xseed Games,Nihon Falcom Corporation,0.22,0.05,0.04,0.11,2016
8308,Dragon Quest Builders: Revive Alefgard,dragon-quest-builders-revive-alefgard,Role-Playing,E10,NS,Square Enix,Square Enix,0.22,0.07,0.07,0.07,2018
8320,Mega Man 64,mega-man-64,Action,E,N64,Capcom,Capcom,0.22,0.14,0.03,0.05,2001
8329,The Legend of Heroes: Trails in the Sky FC,the-legend-of-heroes-trails-in-the-sky-fc,Role-Playing,T,PSP,Xseed Games,Nihon Falcom Corporation,0.22,0.1,0.03,0.06,2011
8338,Bladestorm: Nightmare,bladestorm-nightmare,Action,T,PS4,Tecmo Koei,Omega Force,0.22,0.11,0.04,0.03,2015
8342,The Witch and the Hundred Knight,the-witch-and-the-hundred-knight,Role-Playing,T,PS3,NIS America,Nippon Ichi Software,0.22,0.08,0.02,0.1,2014
8351,Kartia: The Word of Fate,kartia-the-word-of-fate,Strategy,E,PS,Atlus,Atlus Co.,0.22,0.05,0.03,0.12,1998
8375,Danganronpa Another Episode: Ultra Despair Girls,danganronpa-another-episode-ultra-despair-girls,Shooter,M,PSV,NIS America,Spike Chunsoft,0.22,0.06,0.01,0.12,2015
8384,Tropico 3,tropico-3,Strategy,T,X360,Kalypso,Haemimont Games,0.22,0.15,0.02,0.03,2010
8410,Hunted: The Demon's Forge,hunted-the-demons-forge,Role-Playing,M,X360,Bethesda Softworks,InXile Entertainment,0.22,0.13,0.07,0.0,2011
8411,Afrika,afrika,Adventure,E10,PS3,Natsume,Rhino Studios,0.22,0.12,0.0,0.08,2009
8433,Armored Core V,armored-core-v,Simulation,T,X360,Namco Bandai,From Software,0.22,0.13,0.03,0.04,2012
8439,Anarchy Reigns,anarchy-reigns,Action,M,PS3,Sega,PlatinumGames,0.21,0.1,0.03,0.06,2013
8457,Atelier Escha & Logy: Alchemists of the Dusk Sky,atelier-escha-amp-logy-alchemists-of-the-dusk-sky,Role-Playing,E10,PS3,Tecmo Koei,Gust,0.21,0.06,0.03,0.1,2014
8461,Disaster Report,disaster-report,Action,T,PS2,Agetec,Irem Software Engineering,0.21,0.03,0.02,0.15,2003
8482,Senran Kagura: Peach Beach Splash,senran-kagura-peach-beach-splash,Action,M,PS4,Xseed Games,Marvelous Entertainment,0.21,0.09,0.02,0.08,2017
8489,Ys VIII: Lacrimosa of Dana,ys-viii-lacrimosa-of-dana,Role-Playing,T,PS4,NIS America,Falcom,0.21,0.08,0.04,0.08,2017
8490,Lost Planet 3,lost-planet-3,Shooter,T,PS3,Capcom,Spark Unlimited,0.21,0.07,0.05,0.06,2013
8515,Fate/Extella: The Umbral Star,fate,Action,T,NS,Xseed Games,Marvelous Entertainment,0.21,0.1,0.06,0.04,2017
8518,Radiant Historia: Perfect Chronology,radiant-historia-perfect-chronology,Role-Playing,T,3DS,Atlus,Atlus,0.21,0.11,0.03,0.06,2018
8522,50 Cent: Blood on the Sand,50-cent-blood-on-the-sand,Shooter,M,X360,THQ,Swordfish Studios,0.21,0.12,0.07,0.0,2009
8534,Pro Evolution Soccer 2012,pro-evolution-soccer-2012,Sports,E,Wii,Konami,Konami,0.21,0.08,0.08,0.03,2011
8539,Ninja Gaiden: Dragon Sword,ninja-gaiden-dragon-sword,Action,T,DS,Tecmo,Team Ninja,0.21,0.16,0.01,0.02,2008
8545,Tekken 3D: Prime Edition,tekken-3d-prime-edition,Fighting,T,3DS,Namco Bandai,Namco Bandai Games,0.21,0.06,0.08,0.05,2012
8557,Shadow of Destiny,shadow-of-destiny,Adventure,T,PS2,Konami,Konami,0.21,0.09,0.07,0.03,2001
8573,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,yu-gi-oh-5ds-world-championship-2011-over-the-nexus,Strategy,E10,DS,Konami,Konami,0.21,0.1,0.03,0.07,2011
8580,Conan Exiles,conan-exiles,Action-Adventure,M,PS4,Maximum Games,Funcom Oslo A/S,0.21,0.05,0.05,0.09,2018
8586,Vampire Rain,vampire-rain,Action,M,X360,AQ Interactive,Artoon,0.21,0.18,0.0,0.01,2007
8601,Champion Jockey: G1 Jockey & Gallop Racer,champion-jockey-g1-jockey-amp-gallop-racer,Sports,E,PS3,Tecmo Koei,Tecmo Koei Games,0.21,0.06,0.05,0.08,2011
8602,Way of the Samurai 3,way-of-the-samurai-3,Action,M,X360,UFO Interactive,Acquire,0.21,0.12,0.05,0.02,2009
8605,JSRF: Jet Set Radio Future,jsrf-jet-set-radio-future,Action,T,XB,Sega,Smilebit,0.21,0.13,0.04,0.03,2002
8616,Final Fantasy Fables: Chocobo's Dungeon,final-fantasy-fables-chocobos-dungeon,Role-Playing,E10,Wii,Square Enix,High Horse Entertainment,0.21,0.09,0.0,0.11,2008
8617,Blue Dragon Plus,blue-dragon-plus,Role-Playing,E,DS,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,0.21,0.12,0.03,0.05,2009
8622,Zone of the Enders HD Collection,zone-of-the-enders-hd-collection,Action,M,X360,Konami Digital Entertainment,Kojima Productions,0.21,0.15,0.03,0.01,2012
8627,Dragon's Dogma: Dark Arisen,dragons-dogma-dark-arisen,Role-Playing,M,PS4,Capcom,Capcom,0.21,0.07,0.07,0.03,2017
8637,Street Fighter x Tekken,street-fighter-x-tekken,Fighting,T,PSV,Capcom,Capcom,0.21,0.1,0.05,0.01,2012
8645,Dead to Rights: Retribution,dead-to-rights-retribution,Shooter,M,X360,Namco Bandai,Volatile Games,0.21,0.11,0.08,0.0,2010
8648,Tenchu: Shadow Assassins,tenchu-shadow-assassins,Action,M,Wii,Ubisoft,Acquire,0.21,0.15,0.01,0.03,2009
8658,Final Fight One,final-fight-one,Fighting,E,GBA,Capcom,Capcom,0.21,0.09,0.03,0.08,2001
8660,Gallop Racer 2003: A New Breed,gallop-racer-2003-a-new-breed,Sports,E,PS2,Tecmo,Tecmo,0.21,0.04,0.03,0.12,2003
8675,Castlevania: Lords of Shadow 2,castlevania-lords-of-shadow-2,Action-Adventure,M,PS3,Konami Digital Entertainment,Mercury Steam,0.2,0.03,0.13,0.02,2014
8682,Disney Art Academy,disney-art-academy,Misc,E,3DS,Nintendo,Headstrong Games,0.2,0.04,0.06,0.1,2016
8688,Mobile Suit Gundam: Crossfire,mobile-suit-gundam-crossfire,Simulation,T,PS3,Namco Bandai,Namco Bandai Games America,0.2,0.06,0.0,0.14,2006
8689,Godzilla (2015),godzilla-2015,Action,T,PS4,Namco Bandai Games,Natsume,0.2,0.11,0.03,0.03,2015
8698,Suikoden Tactics,suikoden-tactics,Strategy,T,PS2,Konami,Konami,0.2,0.06,0.05,0.07,2005
8703,Crazy Taxi 3: High Roller,crazy-taxi-3-high-roller,Racing,T,XB,Sega,Hitmaker,0.2,0.14,0.04,0.02,2002
8708,Kung Fu Rider,kung-fu-rider,Action,E10,PS3,Sony Computer Entertainment,SCE Japan Studio,0.2,0.06,0.1,0.01,2010
8741,Le Mans 24 Hours,le-mans-24-hours,Racing,E,PS2,Infogrames,Melbourne House Pty Ltd.,0.2,0.09,0.07,0.02,2001
8747,Dark Messiah of Might and Magic Elements,dark-messiah-of-might-and-magic-elements,Role-Playing,M,X360,Ubisoft,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,0.2,0.16,0.02,0.01,2008
8750,WRC: FIA World Rally Championship,wrc-fia-world-rally-championship,Racing,E10,PS3,Unknown,Milestone S.r.l,0.2,0.0,0.14,0.01,2010
8752,Infinite Space,infinite-space,Role-Playing,T,DS,Sega,PlatinumGames / Nude Maker,0.2,0.06,0.05,0.07,2010
8755,DanceMasters,dancemasters,Misc,E10,X360,Konami,GCP1,0.2,0.15,0.02,0.02,2010
8765,Dragon Ball: Revenge of King Piccolo,dragon-ball-revenge-of-king-piccolo,Action,E10,Wii,Namco Bandai,Bandai Namco Games,0.2,0.12,0.03,0.03,2009
8770,Ogre Battle Saga Episode Five: The March of the Black Queen,ogre-battle-saga-episode-five-the-march-of-the-black-queen,Role-Playing,E,PS,Atlus,Quest Corporation,0.2,0.06,0.04,0.09,1997
8781,Sniper: Ghost Warrior 2,sniper-ghost-warrior-2,Shooter,M,X360,City Interactive,City Interactive,0.2,0.06,0.12,0.0,2013
8788,Warriors Orochi,warriors-orochi,Action,T,PSP,KOEI,Omega Force / Koei Canada,0.2,0.02,0.0,0.18,2008
8790,Earth Defense Force: Insect Armageddon,earth-defense-force-insect-armageddon,Shooter,T,PS3,D3 Publisher,Vicious Cycle,0.2,0.06,0.04,0.08,2011
8800,Magical Tetris Challenge,magical-tetris-challenge,Puzzle,E,N64,Capcom,Capcom,0.2,0.13,0.02,0.05,1998
8818,Front Mission Evolved,front-mission-evolved,Shooter,T,X360,Square Enix,Double Helix Games,0.2,0.1,0.07,0.02,2010
8842,Ridge Racer 6,ridge-racer-6,Racing,E,X360,Namco,Namco,0.2,0.1,0.02,0.07,2005
8846,Namco Museum Vol.4,namco-museum-vol4,Misc,E,PS,Namco,Namco,0.2,0.02,0.01,0.16,1997
8852,Atelier Shallie: Alchemists of the Dusk Sea,atelier-shallie-alchemists-of-the-dusk-sea,Role-Playing,E10,PS3,Tecmo Koei,Gust,0.2,0.07,0.03,0.08,2015
8860,Untold Legends: Dark Kingdom,untold-legends-dark-kingdom,Role-Playing,T,PS3,Sony Online Entertainment,Sony Online Entertainment,0.2,0.14,0.02,0.02,2006
8862,Dante's Inferno,dantes-inferno,Action,M,PSP,Electronic Arts,Visceral Games,0.2,0.12,0.04,0.01,2010
8874,Bleach: The 3rd Phantom,bleach-the-3rd-phantom,Role-Playing,T,DS,Sega,Sega,0.2,0.1,0.02,0.07,2009
8875,Solatorobo: Red the Hunter,solatorobo-red-the-hunter,Role-Playing,E10,DS,Xseed Games,CyberConnect2,0.2,0.08,0.04,0.07,2011
8899,Armored Core 4,armored-core-4,Simulation,T,PS3,Sega,From Software,0.2,0.09,0.0,0.09,2007
8900,Shin Megami Tensei: Strange Journey Redux,shin-megami-tensei-strange-journey-redux,Role-Playing,M,3DS,Atlus,Atlus,0.2,0.08,0.01,0.1,2018
8903,No More Heroes: Heroes' Paradise,no-more-heroes-heroes-paradise,Action,M,PS3,Konami,FeelPlus,0.2,0.1,0.04,0.04,2011
8924,Injustice: Gods Among Us,injustice-gods-among-us,Fighting,T,WiiU,Warner Bros. Interactive Entertainment,NetherRealm Studios,0.2,0.09,0.09,0.0,2013
8927,Mana Khemia 2: Fall of Alchemy,mana-khemia-2-fall-of-alchemy,Role-Playing,T,PS2,NIS America,Gust,0.2,0.07,0.05,0.05,2009
8929,Dead or Alive Paradise,dead-or-alive-paradise,Misc,M,PSP,Tecmo,Team Ninja,0.2,0.08,0.02,0.07,2010
8939,The King of Fighters XI,the-king-of-fighters-xi,Fighting,T,PS2,SNK Playmore,SNK Playmore Corporation,0.19,0.07,0.06,0.04,2007
8945,Pac-Man & Galaga Dimensions,pac-man-amp-galaga-dimensions,Action,E10,3DS,Namco Bandai,Namco Bandai Games,0.19,0.1,0.04,0.04,2011
8946,Valkyria Chronicles 4,valkyria-chronicles-4,Strategy,T,NS,Sega,Sega,0.19,0.12,0.04,0.02,2018
8978,Dynasty Warriors: Gundam 2,dynasty-warriors-gundam-2,Action,T,X360,Namco Bandai,Omega Force,0.19,0.07,0.03,0.08,2009
8980,Quantum Theory,quantum-theory,Shooter,M,PS3,Tecmo Koei,Team Tachyon,0.19,0.05,0.09,0.02,2010
9000,Space Invaders Extreme 2,space-invaders-extreme-2,Shooter,E,DS,Taito,Taito Corporation,0.19,0.17,0.01,0.0,2009
9025,Majin and the Forsaken Kingdom,majin-and-the-forsaken-kingdom,Adventure,T,X360,Namco Bandai,Game Republic,0.19,0.14,0.03,0.0,2010
9040,Naruto: Ninja Destiny,naruto-ninja-destiny,Fighting,T,DS,D3Publisher,Takara Tomy,0.19,0.02,0.01,0.16,2008
9061,Project X Zone 2,project-x-zone-2,Role-Playing,T,3DS,Namco Bandai Games,Monolith Soft,0.19,0.06,0.04,0.09,2016
9062,Silent Hill HD Collection,silent-hill-hd-collection,Action,M,X360,Konami Digital Entertainment,Konami,0.19,0.11,0.06,0.01,2012
9066,Captain Toad: Treasure Tracker,captain-toad-treasure-tracker,Puzzle,E,3DS,Nintendo,Nintendo EPD,0.19,0.06,0.04,0.08,2018
9098,50 Cent: Blood on the Sand,50-cent-blood-on-the-sand,Shooter,M,PS3,THQ,Swordfish Studios,0.19,0.1,0.06,0.01,2009
9122,Fairy Fencer F,fairy-fencer-f,Role-Playing,T,PS3,NIS America,Compile Heart,0.19,0.05,0.03,0.09,2014
9123,Street Fighter 30th Anniversary Collection,street-fighter-30th-anniversary-collection,Fighting,T,NS,Capcom,Capcom,0.19,0.12,0.04,0.01,2018
9127,Armored Core: For Answer,armored-core-for-answer,Simulation,T,PS3,Ubisoft,From Software,0.19,0.06,0.02,0.1,2008
9150,Tamagotchi Party On!,tamagotchi-party-on,Misc,E,Wii,Namco Bandai,High Horse Entertainment,0.19,0.12,0.0,0.06,2007
9159,Dynasty Warriors Gundam,dynasty-warriors-gundam,Action,T,X360,Namco Bandai,Omega Force,0.19,0.15,0.01,0.02,2007
9164,Binary Domain,binary-domain,Action,M,X360,Sega,Amusement Vision,0.19,0.09,0.07,0.02,2012
9170,Tekken Tag Tournament 2,tekken-tag-tournament-2,Fighting,T,WiiU,Namco Bandai Games,Bandai Namco Games,0.19,0.09,0.07,0.01,2012
9178,Warriors: Legends of Troy,warriors-legends-of-troy,Action,M,PS3,Tecmo Koei,Tecmo Koei Canada,0.19,0.06,0.05,0.07,2011
9188,Earth Defense Force: Insect Armageddon,earth-defense-force-insect-armageddon,Shooter,T,X360,D3 Publisher,Vicious Cycle,0.19,0.1,0.04,0.03,2011
9189,The Surge,the-surge,Action,M,PS4,Focus Home Interactive,DECK13 Interactive,0.19,0.07,0.08,0.01,2017
9193,Half-Minute Hero,half-minute-hero,Role-Playing,E10,PSP,Xseed Games,Opus Studio,0.19,0.08,0.02,0.07,2009
9200,GRID: Autosport,grid-autosport,Racing,E,PS3,Codemasters,Codemasters,0.19,0.05,0.1,0.01,2014
9203,Shadows of the Damned,shadows-of-the-damned,Action,M,X360,Electronic Arts,Grasshopper Manufacture,0.19,0.1,0.06,0.01,2011
9204,Sega GT 2002,sega-gt-2002,Racing,E,XB,Sega,Wow Entertainment,0.19,0.12,0.03,0.03,2002
9236,Samurai Warriors: State of War,samurai-warriors-state-of-war,Action,T,PSP,KOEI,Omega Force,0.19,0.07,0.0,0.11,2006
9242,The Munchables,the-munchables,Action,E,Wii,Namco Bandai,Namco Bandai Games,0.18,0.17,0.0,0.0,2009
9250,Senran Kagura: Estival Versus,senran-kagura-estival-versus,Action,M,PSV,Xseed Games,Marvelous Entertainment,0.18,0.04,0.03,0.1,2016
9268,Driving Emotion Type-S,driving-emotion-type-s,Racing,E,PS2,Square,Escape,0.18,0.04,0.03,0.11,2001
9271,Ridge Racer,ridge-racer,Racing,E,PSV,Namco Bandai Games,Namco Bandai Games / Celius,0.18,0.03,0.08,0.05,2012
9272,Disgaea DS,disgaea-ds,Role-Playing,T,DS,NIS America,Nippon Ichi Software,0.18,0.11,0.01,0.05,2008
9280,Ar tonelico 2: Melody of Metafalica,ar-tonelico-2-melody-of-metafalica,Role-Playing,T,PS2,NIS America,Gust,0.18,0.04,0.03,0.11,2009
9320,Anarchy Reigns,anarchy-reigns,Action,M,X360,Sega,PlatinumGames,0.18,0.12,0.02,0.02,2013
9321,Call of Juarez,call-of-juarez,Shooter,M,X360,Ubisoft,Techland,0.18,0.14,0.02,0.0,2007
9325,Resident Evil: Revelations,resident-evil-revelations,Action,M,PS4,Capcom,Capcom,0.18,0.06,0.06,0.04,2017
9351,Senran Kagura 2: Deep Crimson,senran-kagura-2-deep-crimson,Action,M,3DS,Marvelous Entertainment,Tamsoft,0.18,0.06,0.02,0.08,2015
9366,Metal Gear Ac!d 2,metal-gear-acd-2,Strategy,M,PSP,Konami,Kojima Productions,0.18,0.11,0.01,0.05,2006
9371,Pro Evolution Soccer 2013,pro-evolution-soccer-2013,Sports,E,3DS,Konami Digital Entertainment,Konami,0.18,0.05,0.02,0.1,2013
9382,Trinity Universe,trinity-universe,Role-Playing,T,PS3,NIS America,Nippon Ichi Software / Gust,0.18,0.07,0.06,0.03,2010
9424,Danganronpa V3: Killing Harmony,danganronpa-v3-killing-harmony,Adventure,M,PSV,NIS America,Spike Chunsoft,0.18,0.02,0.01,0.13,2017
9433,Naruto Shippuden: Dragon Blade Chronicles,naruto-shippuden-dragon-blade-chronicles,Action,E10,Wii,Atlus,8ing/Raizing,0.18,0.11,0.02,0.05,2010
9444,Armored Core: Last Raven,armored-core-last-raven,Simulation,T,PS2,Agetec,From Software,0.18,0.05,0.04,0.08,2006
9453,K-1 World Grand Prix,k-1-world-grand-prix,Sports,T,PS2,Konami,Konami,0.18,0.04,0.03,0.1,2003
9454,Lego Star Wars: The Force Awakens,lego-star-wars-the-force-awakens,Action-Adventure,E10,PSV,Warner Bros. Interactive Entertainment,TT Fusion,0.18,0.02,0.1,0.02,2016
9474,Dynasty Warriors: Gundam 3,dynasty-warriors-gundam-3,Action,T,X360,Tecmo Koei,Omega Force,0.18,0.11,0.03,0.02,2011
9482,Velvet Assassin,velvet-assassin,Shooter,M,X360,SouthPeak Interactive,Replay Studios,0.18,0.14,0.02,0.01,2009
9513,Time and Eternity,time-and-eternity,Role-Playing,T,PS3,NIS America,imageepoch Inc.,0.17,0.06,0.03,0.06,2013
9559,Lost in Blue 3,lost-in-blue-3,Adventure,E10,DS,Konami,Konami,0.17,0.09,0.02,0.06,2008
9583,Let's TAP,lets-tap,Misc,E,Wii,Sega,PROPE,0.17,0.08,0.06,0.01,2009
9628,Fighter Maker,fighter-maker,Fighting,T,PS,Agetec,ASCII Entertainment,0.17,0.05,0.04,0.07,1999
9629,Ar nosurge: Ode to an Unborn Star,ar-nosurge-ode-to-an-unborn-star,Role-Playing,T,PS3,Tecmo Koei,Gust,0.17,0.05,0.04,0.06,2014
9642,Bomberman 64: The Second Attack!,bomberman-64-the-second-attack,Adventure,E,N64,Vatical Entertainment,Hudson Soft,0.17,0.05,0.01,0.11,2000
9647,Final Fantasy XIV: Stormblood,final-fantasy-xiv-stormblood,MMO,T,PS4,Square Enix,Square Enix,0.17,0.05,0.06,0.04,2017
9667,Space Griffon VF-9,space-griffon-vf-9,Role-Playing,E,PS,Atlus,Panther Software,0.17,0.02,0.02,0.12,1995
9672,N3 II: Ninety-Nine Nights,n3-ii-ninety-nine-nights,Action,M,X360,Konami,Q Entertainment / Phantagram / FeelPlus,0.17,0.06,0.06,0.04,2010
9679,The Cursed Crusade,the-cursed-crusade,Action,M,PS3,Atlus,Kylotonn Entertainment,0.17,0.07,0.07,0.01,2011
9682,Gallop Racer 2001,gallop-racer-2001,Sports,E,PS2,Tecmo,Tecmo,0.17,0.05,0.04,0.06,2001
9694,Beat Down: Fists of Vengeance,beat-down-fists-of-vengeance,Action,M,PS2,Capcom,Cavia Inc.,0.17,0.04,0.03,0.09,2005
9726,Disney Golf,disney-golf,Sports,E,PS2,Electronic Arts,Tikipod,0.17,0.07,0.06,0.02,2002
9732,Clock Tower II: The Struggle Within,clock-tower-ii-the-struggle-within,Adventure,M,PS,Agetec,Human Entertainment,0.17,0.02,0.01,0.12,1999
9739,Hyperdimension Neptunia Victory,hyperdimension-neptunia-victory,Role-Playing,T,PS3,Compile Heart,Idea Factory,0.17,0.05,0.04,0.06,2013
9749,Bomberman Land,bomberman-land,Misc,E,Wii,Hudson Soft,Hudson Soft,0.17,0.11,0.02,0.03,2008
9753,NBA Street Homecourt,nba-street-homecourt,Sports,E,PS3,Electronic Arts,EA Canada,0.17,0.13,0.01,0.0,2007
9761,Lost Kingdoms,lost-kingdoms,Role-Playing,T,GC,Activision,From Software,0.17,0.1,0.02,0.04,2002
9789,Zoo Keeper,zoo-keeper,Puzzle,E,DS,Ignition Entertainment,"Buddiez, Inc.",0.17,0.1,0.01,0.05,2005
9804,Cubivore: Survival of the Fittest,cubivore-survival-of-the-fittest,Adventure,E,GC,Atlus,Saru Brunei / Intelligent Systems,0.17,0.01,0.0,0.15,2002
9805,Doctor Lautrec and the Forgotten Knights,doctor-lautrec-and-the-forgotten-knights,Adventure,E10,3DS,Konami,Konami,0.17,0.07,0.05,0.03,2011
9820,Ride 2,ride-2,Racing,E,PS4,Milestone S.r.l,Milestone S.r.l.,0.16,0.07,0.06,0.01,2017
9825,Castlevania Judgment,castlevania-judgment,Fighting,T,Wii,Konami,Konami / Eighting,0.16,0.12,0.02,0.01,2008
9830,Akiba's Trip: Undead & Undressed,akibas-trip-undead-amp-undressed,Action,M,PSV,Xseed Games,Acquire,0.16,0.04,0.02,0.08,2014
9840,Clash of the Titans: The Videogame,clash-of-the-titans-the-videogame,Action,T,X360,Namco Bandai,Game Republic,0.16,0.08,0.06,0.0,2010
9865,Guilty Gear Judgment,guilty-gear-judgment,Fighting,T,PSP,Majesco,Arc System Works,0.16,0.13,0.0,0.02,2006
9882,El Shaddai: Ascension of the Metatron,el-shaddai-ascension-of-the-metatron,Action,T,X360,Ignition Entertainment,Ignition Entertainment,0.16,0.07,0.05,0.03,2011
9889,Digimon Story: Cyber Sleuth - Hacker's Memory,digimon-story-cyber-sleuth-hackers-memory,Role-Playing,T,PS4,Namco Bandai Games,Media.Vision,0.16,0.05,0.05,0.04,2018
9890,Marble Saga: Kororinpa,marble-saga-kororinpa,Puzzle,E,Wii,Konami,Hudson Soft,0.16,0.09,0.05,0.0,2009
9906,True Swing Golf,true-swing-golf,Sports,E,DS,Nintendo,Tikipod,0.16,0.11,0.0,0.04,2006
9919,Warriors Orochi 3,warriors-orochi-3,Action,T,X360,Tecmo Koei,Omega Force,0.16,0.09,0.03,0.03,2012
9924,Berserk and the Band of the Hawk,berserk-and-the-band-of-the-hawk,Action,M,PS4,Tecmo Koei,Omega Force,0.16,0.07,0.02,0.05,2017
9925,Dewy's Adventure,dewys-adventure,Platform,E,Wii,Konami,Konami,0.16,0.14,0.0,0.01,2007
9942,The King of Fighters XII,the-king-of-fighters-xii,Fighting,T,PS3,Ignition Entertainment,SNK Playmore Corporation,0.16,0.11,0.01,0.03,2009
9957,BlazBlue: Chrono Phantasma Extend,blazblue-chrono-phantasma-extend,Fighting,T,PS4,Aksys Games,Arc System Works,0.16,0.08,0.04,0.02,2015
9963,Klonoa,klonoa,Platform,E10,Wii,Namco Bandai,Paon Corporation,0.16,0.1,0.02,0.03,2009
9973,Innocent Life: A Futuristic Harvest Moon,innocent-life-a-futuristic-harvest-moon,Simulation,E,PSP,Natsume,ArtePiazza,0.16,0.08,0.03,0.03,2007
10015,Custom Robo Arena,custom-robo-arena,Fighting,E10,DS,Nintendo,Noise Inc.,0.16,0.01,0.02,0.12,2007
10021,Deadly Premonition: The Director's Cut,deadly-premonition-the-directors-cut,Action,M,PS3,Rising Star Games,Access Games,0.16,0.08,0.05,0.0,2013
10029,Konami Krazy Racers,konami-krazy-racers,Racing,E,GBA,Konami,KCEK,0.16,0.09,0.03,0.04,2001
10032,Valkyria Revolution,valkyria-revolution,Role-Playing,T,PS4,Sega,Media.Vision,0.16,0.04,0.03,0.07,2017
10036,Mr. Driller 2,mr-driller-2,Puzzle,E,GBA,Namco,Namco,0.16,0.0,0.0,0.15,2005
10045,Dragon Ball: Origins 2,dragon-ball-origins-2,Action,T,DS,Namco Bandai,Game Republic,0.16,0.05,0.02,0.08,2010
10050,Yu-Gi-Oh! 5D's: Duel Transer,yu-gi-oh-5ds-duel-transer,Strategy,E,Wii,Konami,Konami,0.16,0.11,0.02,0.02,2010
10055,Shinobido 2: Revenge of Zen,shinobido-2-revenge-of-zen,Action,M,PSV,Namco Bandai,Acquire,0.16,0.05,0.06,0.02,2012
10056,Mugen Souls,mugen-souls,Role-Playing,T,PS3,NIS America,Compile Heart,0.16,0.04,0.03,0.08,2012
10058,Naruto Powerful Shippuden,naruto-powerful-shippuden,Action-Adventure,E10,3DS,Namco Bandai Games,Namco Bandai Games,0.16,0.08,0.02,0.04,2013
10065,Psychic Force,psychic-force,Fighting,T,PS,Acclaim Entertainment,Taito Corporation,0.16,0.01,0.01,0.13,1996
10066,Castlevania: Lords of Shadow - Mirror of Fate,castlevania-lords-of-shadow-mirror-of-fate,Action-Adventure,M,3DS,Konami Digital Entertainment,Mercury Steam,0.16,0.04,0.08,0.03,2013
10072,Time Hollow,time-hollow,Adventure,T,DS,Konami,Tenky,0.16,0.03,0.01,0.11,2008
10082,Bomberman Land Touch! 2,bomberman-land-touch-2,Puzzle,E,DS,Hudson Entertainment,Hudson Soft,0.16,0.13,0.0,0.01,2008
10096,Arcana Heart,arcana-heart,Fighting,T,PS2,Atlus,Examu Inc.,0.16,0.06,0.05,0.04,2008
10100,Xenoblade Chronicles 2: Torna ~ The Golden Country,xenoblade-chronicles-2-torna-the-golden-country,Role-Playing,T,NS,Nintendo,Monolith Soft,0.16,0.08,0.05,0.02,2018
10113,Gravity Rush Remastered,gravity-rush-remastered,Action-Adventure,T,PS4,Sony Computer Entertainment,Bluepoint Games,0.16,0.02,0.06,0.05,2016
10123,Fist of the North Star: Ken's Rage,fist-of-the-north-star-kens-rage,Action,M,X360,Tecmo Koei,Tecmo Koei Games,0.16,0.07,0.02,0.06,2010
10128,Namco Museum Vol.5,namco-museum-vol5,Misc,E,PS,Namco,Namco,0.15,0.02,0.01,0.12,1997
10140,Tears to Tiara II: Heir of the Overlord,tears-to-tiara-ii-heir-of-the-overlord,Visual Novel,T,PS3,NIS America,Sting,0.15,0.07,0.01,0.06,2014
10152,PaRappa The Rapper,parappa-the-rapper,Misc,E,PSP,Sony Computer Entertainment,epics,0.15,0.11,0.0,0.02,2007
10187,Earth Defense Force 2025,earth-defense-force-2025,Shooter,M,X360,D3Publisher,Sandlot,0.15,0.07,0.03,0.05,2014
10221,Fire Emblem Warriors,fire-emblem-warriors,Action,T,3DS,Nintendo,Omega Force,0.15,0.07,0.03,0.04,2017
