Rank,Name,basename,Genre,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Year
4012,Disgaea 4: A Promise Unforgotten,disgaea-4-a-promise-unforgotten,Role-Playing,PS3,NIS America,Nippon Ichi Software,7.9,0.58,0.27,0.11,0.14,2011
4029,BlazBlue: Calamity Trigger,blazblue-calamity-trigger,Fighting,PS3,Aksys Games,Arc System Works,8.5,0.57,0.36,0.1,0.06,2009
4032,Bayonetta 2,bayonetta-2,Action,NS,Nintendo,PlatinumGames,9.5,0.57,0.26,0.2,0.07,2018
4035,Ultra Street Fighter II: The Final Challengers,ultra-street-fighter-ii-the-final-challengers,Fighting,NS,Capcom,Capcom,7.0,0.57,0.22,0.22,0.09,2017
4042,Harvest Moon: The Tale of Two Towns,harvest-moon-the-tale-of-two-towns,Simulation,DS,Natsume,Marvelous Interactive,6.3,0.57,0.27,0.06,0.22,2011
4043,Beyond The Beyond,beyond-the-beyond,Role-Playing,PS,Sony Computer Entertainment,Camelot Software Planning,4.8,0.57,0.11,0.08,0.35,1996
4049,Harvest Moon: Sunshine Islands,harvest-moon-sunshine-islands,Simulation,DS,Natsume,Marvelous Interactive,9.0,0.57,0.35,0.03,0.17,2009
4054,3D Dot Game Heroes,3d-dot-game-heroes,Role-Playing,PS3,Atlus,Silicon Studio,7.5,0.57,0.36,0.12,0.03,2010
4071,Top Spin 3,top-spin-3,Sports,PS3,2K Sports,Pam Development,7.8,0.57,0.08,0.37,0.0,2008
4079,Resident Evil Outbreak File #2,resident-evil-outbreak-file-2,Action,PS2,Capcom,Capcom Production Studio 1,5.8,0.57,0.19,0.15,0.17,2005
4090,Breath of Fire IV,breath-of-fire-iv,Role-Playing,PS,Capcom,Capcom,8.4,0.56,0.11,0.08,0.34,2000
4092,Everybody's Golf,everybodys-golf,Sports,PS4,Sony Interactive Entertainment,Clap Hanz,8.1,0.56,0.12,0.22,0.17,2017
4095,Odin Sphere,odin-sphere,Role-Playing,PS2,Atlus,Vanillaware,8.0,0.56,0.23,0.18,0.09,2007
4096,Final Fantasy IV: The Complete Collection,final-fantasy-iv-the-complete-collection,Role-Playing,PSP,Square Enix,Matrix Software,8.0,0.56,0.13,0.09,0.27,2011
4120,Tom Clancy's HAWX,tom-clancys-hawx,Action,PS3,Ubisoft,Ubisoft Romania,7.5,0.56,0.21,0.22,0.05,2009
4123,Xenoblade Chronicles,xenoblade-chronicles,Role-Playing,3DS,Nintendo,Monolith Soft,8.6,0.56,0.24,0.15,0.13,2015
4125,Tetris Party Deluxe,tetris-party-deluxe,Puzzle,Wii,Majesco,"Tetris Online, Inc",7.3,0.56,0.33,0.16,0.02,2010
4126,Puzzle & Dragons Z + Super Mario Bros. Edition,puzzle-amp-dragons-z-super-mario-bros-edition,Puzzle,3DS,Nintendo,GungHo Online Entertainment,7.8,0.56,0.09,0.11,0.35,2015
4127,Metroid: Samus Returns,metroid-samus-returns,Action-Adventure,3DS,Nintendo,Mercury Steam,9.1,0.56,0.3,0.15,0.07,2017
4136,Resident Evil 2,resident-evil-2,Action,N64,Capcom,Angel Studios,9.0,0.56,0.39,0.09,0.07,1999
4139,Bravely Second: End Layer,bravely-second-end-layer,Role-Playing,3DS,Nintendo,Silicon Studio,7.4,0.56,0.22,0.11,0.2,2016
4159,Enslaved: Odyssey to the West,enslaved-odyssey-to-the-west,Action,PS3,Namco Bandai,Ninja Theory,7.9,0.56,0.24,0.23,0.01,2010
4161,No More Heroes,no-more-heroes,Action,Wii,Ubisoft,Grasshopper Manufacture,8.2,0.56,0.29,0.17,0.04,2008
4169,Lunar: Silver Star Story Complete,lunar-silver-star-story-complete,Role-Playing,PS,Working Designs,Game Arts,7.6,0.55,0.27,0.18,0.06,1999
4174,Metal Gear Solid 3: Subsistence,metal-gear-solid-3-subsistence,Action,PS2,Konami,Kojima Productions,9.4,0.55,0.34,0.01,0.15,2006
4185,Poochy & Yoshi's Woolly World,poochy-amp-yoshis-woolly-world,Platform,3DS,Nintendo,Good-Feel,7.5,0.55,0.2,0.16,0.17,2017
4193,Disgaea 3: Absence of Justice,disgaea-3-absence-of-justice,Role-Playing,PS3,NIS America,Nippon Ichi Software,7.8,0.55,0.36,0.03,0.11,2008
4194,Puyo Puyo Tetris,puyo-puyo-tetris,Puzzle,NS,Sega,Sonic Team,8.3,0.55,0.22,0.18,0.12,2017
4201,Dragon Ball: Xenoverse 2,dragon-ball-xenoverse-2,Action,NS,Namco Bandai Games,Dimps Corporation,8.0,0.55,0.17,0.16,0.19,2017
4228,Donkey Kong Jungle Climber,donkey-kong-jungle-climber,Platform,DS,Nintendo,Paon Corporation,7.8,0.55,0.25,0.03,0.24,2007
4245,ModNation Racers,modnation-racers,Racing,PSP,Sony Computer Entertainment,SCE San Diego Studio,7.7,0.54,0.11,0.27,0.02,2010
4246,Dynasty Warriors: Gundam 3,dynasty-warriors-gundam-3,Action,PS3,Tecmo Koei,Omega Force,6.5,0.54,0.11,0.05,0.36,2011
4251,Dragon Ball Z: Shin Budokai,dragon-ball-z-shin-budokai,Fighting,PSP,Atari,Dimps Corporation,7.4,0.54,0.26,0.08,0.13,2006
4257,Bulletstorm,bulletstorm,Shooter,PS3,Electronic Arts,People Can Fly,8.4,0.54,0.24,0.2,0.01,2011
4261,Enslaved: Odyssey to the West,enslaved-odyssey-to-the-west,Action,X360,Namco Bandai,Ninja Theory,8.0,0.54,0.3,0.19,0.0,2010
4265,NBA Live 10,nba-live-10,Sports,PS3,EA Sports,EA Canada,7.9,0.54,0.46,0.03,0.01,2009
4267,Hotel Dusk: Room 215,hotel-dusk-room-215,Adventure,DS,Nintendo,Cing,8.0,0.54,0.26,0.04,0.22,2007
4276,Dragon Ball Z: Ultimate Tenkaichi,dragon-ball-z-ultimate-tenkaichi,Fighting,X360,Namco Bandai,Spike,6.0,0.54,0.39,0.1,0.01,2011
4279,Valkyria Chronicles II,valkyria-chronicles-ii,Role-Playing,PSP,Sega,Sega WOW Overworks,8.1,0.54,0.12,0.16,0.18,2010
4283,Bust A Groove,bust-a-groove,Misc,PS,989 Studios,Metro,7.7,0.54,0.09,0.06,0.35,1998
4284,Fire Emblem: Path of Radiance,fire-emblem-path-of-radiance,Role-Playing,GC,Nintendo,Intelligent Systems,8.6,0.54,0.29,0.08,0.16,2005
4288,METRO 2033,metro-2033,Shooter,X360,THQ,4a-games,7.4,0.54,0.22,0.23,0.03,2010
4289,Mario Tennis Ultra Smash,mario-tennis-ultra-smash,Sports,WiiU,Nintendo,Camelot Software Planning,6.1,0.54,0.16,0.2,0.15,2015
4291,Tactics Ogre: Let Us Cling Together,tactics-ogre-let-us-cling-together,Role-Playing,PSP,Square Enix,Square Enix,9.0,0.54,0.15,0.07,0.27,2011
4293,Two Worlds II,two-worlds-ii,Role-Playing,X360,SouthPeak Interactive,Reality Pump,6.5,0.54,0.4,0.07,0.03,2011
4303,Sacred 2: Fallen Angel,sacred-2-fallen-angel,Role-Playing,X360,CDV Software Entertainment,Ascaron Entertainment,7.0,0.54,0.29,0.16,0.04,2009
4308,Time Crisis: Razing Storm,time-crisis-razing-storm,Shooter,PS3,Namco Bandai,Nex Entertainment,5.8,0.54,0.18,0.21,0.07,2010
4312,Tatsunoko vs. Capcom: Ultimate All-Stars,tatsunoko-vs-capcom-ultimate-all-stars,Fighting,Wii,Capcom,Eighting,8.3,0.54,0.3,0.16,0.03,2010
4313,Dragon Ball: Fusions,dragon-ball-fusions,Role-Playing,3DS,Namco Bandai Games,Ganbarion,6.3,0.54,0.17,0.09,0.24,2016
4323,Rune Factory: A Fantasy Harvest Moon,rune-factory-a-fantasy-harvest-moon,Role-Playing,DS,Natsume,Neverland Company,8.1,0.53,0.35,0.01,0.14,2007
4325,Clock Tower,clock-tower,Adventure,PS,ASCII Entertainment,Human Entertainment,6.1,0.53,0.07,0.05,0.38,1997
4339,Phoenix Wright: Ace Attorney - Justice for All,phoenix-wright-ace-attorney-justice-for-all,Adventure,DS,Capcom,Capcom,7.6,0.53,0.21,0.04,0.26,2007
4349,Excite Truck,excite-truck,Racing,Wii,Nintendo,Monster Games Inc.,7.0,0.53,0.39,0.03,0.08,2006
4364,Sonic & Sega All-Stars Racing Transformed,sonic-amp-sega-all-stars-racing-transformed,Racing,WiiU,Sega,Sumo Digital,6.9,0.53,0.19,0.28,0.02,2012
4370,Terminator Salvation,terminator-salvation,Shooter,PS3,Warner Bros. Interactive,GRIN,5.0,0.53,0.13,0.29,0.01,2009
4379,Star Fox Command,star-fox-command,Shooter,DS,Nintendo,Nintendo EAD / Q-Games,7.2,0.53,0.38,0.01,0.1,2006
4392,Silent Hill: Origins,silent-hill-origins,Action,PSP,Konami,Climax Group,7.8,0.52,0.22,0.16,0.04,2007
4394,Mystery Dungeon: Shiren the Wanderer,mystery-dungeon-shiren-the-wanderer,Role-Playing,DS,Sega,ChunSoft,7.1,0.52,0.17,0.0,0.33,2008
4395,GT Pro Series,gt-pro-series,Racing,Wii,Ubisoft,MTO,3.7,0.52,0.46,0.01,0.02,2006
4396,Tales of Symphonia: Dawn of the New World,tales-of-symphonia-dawn-of-the-new-world,Role-Playing,Wii,Namco Bandai,Namco Tales Studio,6.8,0.52,0.21,0.05,0.24,2008
4398,F.E.A.R. 2: Project Origin,fear-2-project-origin,Shooter,X360,Warner Bros. Interactive,Monolith Productions,7.9,0.52,0.32,0.15,0.0,2009
4408,Metal Gear Solid 2: Substance,metal-gear-solid-2-substance,Action,PS2,Konami,Konami Computer Entertainment Japan,8.5,0.52,0.18,0.14,0.16,2003
4423,The 3rd Birthday,the-3rd-birthday,Role-Playing,PSP,Square Enix,HexaDrive,7.0,0.52,0.13,0.07,0.27,2011
4432,Rune Factory 2: A Fantasy Harvest Moon,rune-factory-2-a-fantasy-harvest-moon,Role-Playing,DS,Natsume,Neverland Company,7.9,0.52,0.32,0.03,0.15,2008
4437,Way of the Samurai 3,way-of-the-samurai-3,Action,PS3,Agetec,Acquire,6.5,0.52,0.18,0.08,0.22,2009
4457,Lair,lair,Action,PS3,Sony Computer Entertainment,Factor 5,5.5,0.51,0.36,0.04,0.08,2007
4472,SoulCalibur: Broken Destiny,soulcalibur-broken-destiny,Fighting,PSP,Namco Bandai,Project Soul,8.0,0.51,0.12,0.2,0.07,2009
4481,Pro Evolution Soccer 2010,pro-evolution-soccer-2010,Sports,Wii,Konami,Konami,8.1,0.51,0.12,0.27,0.06,2009
4489,Bleach: Soul Resurreccion,bleach-soul-resurreccion,Fighting,PS3,NIS America,Eighting,6.7,0.51,0.27,0.11,0.07,2011
4498,Dynasty Warriors,dynasty-warriors,Action,PSP,Tecmo Koei,Omega Force,6.6,0.51,0.18,0.0,0.3,2005
4499,Ace Combat Zero: The Belkan War,ace-combat-zero-the-belkan-war,Simulation,PS2,Namco,Namco,7.5,0.51,0.15,0.12,0.2,2006
4501,Final Fantasy II Anniversary Edition,final-fantasy-ii-anniversary-edition,Role-Playing,PSP,Square Enix,Square Enix,6.5,0.51,0.36,0.03,0.07,2007
4503,Dragon Ball: Raging Blast,dragon-ball-raging-blast,Fighting,X360,Namco Bandai,Spike,5.8,0.51,0.36,0.08,0.02,2009
4507,Theatrhythm: Final Fantasy,theatrhythm-final-fantasy,Misc,3DS,Square Enix,Jupiter Multimedia,7.8,0.51,0.22,0.07,0.18,2012
4521,Fire Emblem Warriors,fire-emblem-warriors,Action,NS,Nintendo,Omega Force,7.3,0.51,0.22,0.14,0.1,2017
4542,R.U.S.E.,ruse,Strategy,PS3,Ubisoft,Eugen Systems,8.0,0.5,0.18,0.22,0.02,2010
4548,Picross DS,picross-ds,Puzzle,DS,Nintendo,Jupiter Multimedia,8.4,0.5,0.17,0.02,0.3,2007
4572,Tactics Ogre: The Knight of Lodis,tactics-ogre-the-knight-of-lodis,Role-Playing,GBA,Atlus,Quest Corporation,8.5,0.5,0.13,0.05,0.31,2002
4575,Hometown Story,hometown-story,Simulation,3DS,Natsume,Toy Box,5.5,0.5,0.29,0.13,0.04,2013
4577,Dead or Alive Ultimate,dead-or-alive-ultimate,Fighting,XB,Tecmo,Team Ninja,8.1,0.5,0.3,0.1,0.08,2004
4585,Pokemon Art Academy,pokemon-art-academy,Misc,3DS,Nintendo,Headstrong Games,7.8,0.5,0.18,0.12,0.17,2014
4587,Epic Mickey: Power of Illusion,epic-mickey-power-of-illusion,Platform,3DS,Disney Interactive Studios,DreamRift,6.6,0.5,0.36,0.05,0.04,2012
4591,Picross 3D,picross-3d,Puzzle,DS,Nintendo,HAL Laboratory,8.7,0.5,0.28,0.03,0.16,2010
4594,Ridge Racer 3D,ridge-racer-3d,Racing,3DS,Namco Bandai,Namco Bandai Games,7.4,0.5,0.19,0.16,0.12,2011
4599,Alice: Madness Returns,alice-madness-returns,Adventure,X360,Electronic Arts,Spicy Horse,6.9,0.5,0.27,0.15,0.04,2011
4600,Super Monkey Ball 3D,super-monkey-ball-3d,Action,3DS,Sega,Sega,5.7,0.5,0.26,0.15,0.05,2011
4604,Wet,wet,Shooter,X360,Bethesda Softworks,Artificial Mind and Movement,6.9,0.5,0.23,0.21,0.01,2009
4605,Spider-Man 2,spider-man-2,Action,DS,Activision,Vicarious Visions,6.1,0.5,0.41,0.02,0.03,2004
4609,Steel Diver,steel-diver,Action,3DS,Nintendo,Nintendo EAD,5.6,0.5,0.31,0.1,0.05,2011
4616,Resident Evil: The Mercenaries 3D,resident-evil-the-mercenaries-3d,Shooter,3DS,Capcom,Capcom,6.3,0.49,0.16,0.17,0.13,2011
4618,Dynasty Warriors: Gundam 2,dynasty-warriors-gundam-2,Action,PS3,Namco Bandai,Omega Force,5.9,0.49,0.09,0.07,0.32,2009
4624,Tony Hawk's Project 8,tony-hawks-project-8,Sports,X360,Activision,Neversoft Entertainment,8.4,0.49,0.44,0.02,0.0,2006
4626,Story of Seasons: Trio of Towns,story-of-seasons-trio-of-towns,Simulation,3DS,Marvelous Interactive,Marvelous Entertainment,7.9,0.49,0.19,0.06,0.22,2017
4629,Fire Emblem: Radiant Dawn,fire-emblem-radiant-dawn,Strategy,Wii,Nintendo,Intelligent Systems,7.7,0.49,0.27,0.03,0.17,2007
4632,Mario Golf: World Tour,mario-golf-world-tour,Sports,3DS,Nintendo,Camelot Software Planning,8.1,0.49,0.14,0.15,0.18,2014
4633,Ace Combat: Assault Horizon,ace-combat-assault-horizon,Action,X360,Namco Bandai,Project ACES,7.0,0.49,0.3,0.12,0.03,2011
4638,Asphalt 3D,asphalt-3d,Racing,3DS,Ubisoft,Konami,4.0,0.49,0.27,0.16,0.02,2011
4645,Grandia III,grandia-iii,Role-Playing,PS2,Square Enix,Game Arts,7.5,0.49,0.12,0.1,0.24,2006
4649,Kane & Lynch 2: Dog Days,kane-amp-lynch-2-dog-days,Shooter,X360,Square Enix,IO Interactive,6.4,0.49,0.2,0.23,0.01,2010
4654,Animal Crossing: Amiibo Festival,animal-crossing-amiibo-festival,Party,WiiU,Nintendo,"Nd Cube Co., Ltd.",4.8,0.49,0.23,0.12,0.1,2015
4669,Dragon Ball Z: Burst Limit,dragon-ball-z-burst-limit,Fighting,X360,Atari,Dimps Corporation,7.3,0.49,0.24,0.18,0.03,2008
4671,Crazy Taxi,crazy-taxi,Racing,GC,Acclaim Entertainment,Hitmaker,7.2,0.49,0.36,0.09,0.02,2001
4673,Art Academy: Lessons for Everyone!,art-academy-lessons-for-everyone,Misc,3DS,Nintendo,Headstrong Games,8.0,0.49,0.2,0.05,0.21,2012
4684,Tales of Legendia,tales-of-legendia,Role-Playing,PS2,Namco,Namco / Team MelFes,7.2,0.49,0.07,0.05,0.35,2006
4687,Alone in the Dark,alone-in-the-dark,Adventure,X360,Atari,Eden Studios,6.3,0.49,0.14,0.3,0.0,2008
4702,Atelier Rorona: Alchemist of Arland,atelier-rorona-alchemist-of-arland,Role-Playing,PS3,NIS America,Gust,6.4,0.48,0.22,0.1,0.11,2014
4716,Dark Sector,dark-sector,Shooter,X360,D3 Publisher,Digital Extremes,7.1,0.48,0.22,0.2,0.01,2008
4730,Harvest Moon 64,harvest-moon-64,Simulation,N64,Natsume,Toy Box Studios,7.8,0.48,0.25,0.06,0.11,1999
4739,Crazy Taxi: Fare Wars,crazy-taxi-fare-wars,Racing,PSP,Sega,Sniper Studios,6.3,0.48,0.1,0.23,0.02,2007
4740,Sonic Lost World,sonic-lost-world,Platform,3DS,Sega,Dimps Corporation,5.2,0.48,0.22,0.15,0.07,2013
4754,Children of Mana,children-of-mana,Role-Playing,DS,Nintendo,Next Entertainment,7.0,0.48,0.16,0.01,0.29,2006
4755,FIFA World Cup Germany 2006,fifa-world-cup-germany-2006,Sports,X360,EA Sports,EA Canada,7.8,0.48,0.19,0.27,0.01,2006
4764,Fantavision,fantavision,Puzzle,PS2,Sony Computer Entertainment,SCEI,8.0,0.47,0.14,0.11,0.19,2000
4766,Alien Trilogy,alien-trilogy,Shooter,PS,Acclaim Entertainment,Probe Entertainment Limited,8.0,0.47,0.24,0.16,0.04,1997
4770,Luigi's Mansion,luigis-mansion,Adventure,3DS,Nintendo,GREZZO,7.3,0.47,0.19,0.16,0.09,2018
4771,Dynasty Warriors Gundam,dynasty-warriors-gundam,Action,PS3,Namco Bandai,Omega Force,6.4,0.47,0.14,0.01,0.31,2007
4775,Dark Sector,dark-sector,Shooter,PS3,D3 Publisher,Digital Extremes,7.2,0.47,0.23,0.16,0.01,2008
4776,James Bond 007: Blood Stone,james-bond-007-blood-stone,Action,X360,Activision,Bizarre Creations,6.2,0.47,0.2,0.23,0.0,2010
4783,F.E.A.R. 2: Project Origin,fear-2-project-origin,Shooter,PS3,Warner Bros. Interactive,Monolith Productions,8.2,0.47,0.19,0.2,0.01,2009
4786,Unreal Tournament III,unreal-tournament-iii,Shooter,X360,Midway Games,Epic Games,7.8,0.47,0.25,0.17,0.01,2008
4790,2010 FIFA World Cup South Africa,2010-fifa-world-cup-south-africa,Sports,PSP,EA Sports,EA Canada,6.8,0.47,0.09,0.23,0.03,2010
4795,Valkyrie Profile 2: Silmeria,valkyrie-profile-2-silmeria,Role-Playing,PS2,Square Enix,tri-Ace,8.4,0.47,0.04,0.03,0.39,2006
4802,Dead Space Extraction,dead-space-extraction,Shooter,Wii,Electronic Arts,Visceral Games,8.2,0.47,0.32,0.1,0.01,2009
4810,Viva Pinata: Trouble in Paradise,viva-pinata-trouble-in-paradise,Simulation,X360,Microsoft Game Studios,Rare Ltd.,8.5,0.47,0.16,0.25,0.01,2008
4814,Silent Hill: Shattered Memories,silent-hill-shattered-memories,Adventure,Wii,Konami,Climax Group,7.3,0.47,0.22,0.19,0.01,2009
4815,FlingSmash,flingsmash,Action,Wii,Nintendo,Artoon,3.8,0.47,0.37,0.01,0.07,2010
4829,Final Fantasy Crystal Chronicles: Echoes of Time,final-fantasy-crystal-chronicles-echoes-of-time,Role-Playing,DS,Square Enix,Square Enix,7.7,0.47,0.12,0.06,0.27,2009
4832,Detective Pikachu,detective-pikachu,Adventure,3DS,Nintendo,Creatures Inc.,7.1,0.47,0.15,0.17,0.12,2018
4834,Knack 2,knack-2,Platform,PS4,Sony Interactive Entertainment,SIE Japan Studio,6.7,0.47,0.14,0.25,0.01,2017
4843,Two Worlds II,two-worlds-ii,Role-Playing,PS3,SouthPeak Interactive,Reality Pump,6.5,0.47,0.26,0.1,0.06,2011
4844,Sonic Mania,sonic-mania,Platform,NS,Sega,PagodaWest Games,8.8,0.47,0.23,0.18,0.01,2017
4849,Metal Gear Solid: The Twin Snakes,metal-gear-solid-the-twin-snakes,Action,GC,Konami,Silicon Knights,8.1,0.47,0.3,0.08,0.07,2004
4861,Classic NES Series: Pac-Man,classic-nes-series-pac-man,Puzzle,GBA,Nintendo,Nintendo,5.7,0.46,0.25,0.09,0.12,2004
4878,Red Faction: Armageddon,red-faction-armageddon,Shooter,PS3,THQ,Volition Inc.,7.0,0.46,0.2,0.15,0.03,2011
4885,Need for Speed: Hot Pursuit,need-for-speed-hot-pursuit,Racing,Wii,Electronic Arts,Exient Entertainment,5.0,0.46,0.17,0.24,0.0,2010
4886,Mario Sports Superstars,mario-sports-superstars,Sports,3DS,Nintendo,Namco Bandai Games,6.0,0.46,0.18,0.12,0.13,2017
4913,Hyrule Warriors: Definitive Edition,hyrule-warriors-definitive-edition,Action,NS,Nintendo,Koei Tecmo Games,8.0,0.46,0.21,0.15,0.07,2018
4918,.hack//Outbreak Part 3,.hack,Role-Playing,PS2,Bandai,CyberConnect2,7.1,0.46,0.14,0.11,0.17,2003
4937,Enter the Matrix,enter-the-matrix,Action,GC,Atari,Shiny Entertainment,6.5,0.45,0.34,0.09,0.02,2003
4938,Dead or Alive: Dimensions,dead-or-alive-dimensions,Fighting,3DS,Tecmo Koei,Team Ninja,7.8,0.45,0.13,0.22,0.07,2011
4944,Bleach: The Blade of Fate,bleach-the-blade-of-fate,Fighting,DS,Sega,"Treasure Co., Ltd.",8.2,0.45,0.29,0.01,0.12,2007
4948,Phantasy Star Online Episode I & II,phantasy-star-online-episode-i-amp-ii,Role-Playing,GC,Sega,Sonic Team,8.2,0.45,0.23,0.06,0.16,2002
4956,Burnout Dominator,burnout-dominator,Racing,PSP,Electronic Arts,Criterion Games,7.8,0.45,0.02,0.38,0.01,2007
4969,Dynasty Warriors: Strikeforce,dynasty-warriors-strikeforce,Action,PSP,Tecmo Koei,Omega Force,6.4,0.45,0.03,0.02,0.38,2009
4979,F.E.A.R. 3,fear-3,Shooter,PS3,Warner Bros. Interactive,Day 1 Studios,7.8,0.45,0.21,0.16,0.01,2011
4995,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,Sports,Wii,Konami,Konami,8.4,0.45,0.09,0.26,0.05,2009
5027,F.E.A.R. 3,fear-3,Shooter,X360,Warner Bros. Interactive,Day 1 Studios,7.8,0.45,0.3,0.11,0.01,2011
5035,Vandal Hearts,vandal-hearts,Role-Playing,PS,Konami,Konami Computer Entertainment Tokyo,7.7,0.45,0.14,0.09,0.19,1997
5036,Virtua Tennis 4,virtua-tennis-4,Sports,PS3,Sega,Sega-AM2,6.4,0.45,0.09,0.24,0.03,2011
5044,Sid Meier's Civilization Revolution,sid-meiers-civilization-revolution,Strategy,DS,2K Games,Firaxis,8.2,0.45,0.37,0.03,0.02,2008
5047,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,socom-us-navy-seals-fireteam-bravo-3,Shooter,PSP,Sony Computer Entertainment,Slant Six Games,7.5,0.45,0.17,0.13,0.06,2010
5060,Shin Megami Tensei: Devil Survivor Overclocked,shin-megami-tensei-devil-survivor-overclocked,Role-Playing,3DS,Atlus,Career Soft,7.6,0.44,0.34,0.01,0.06,2011
5081,Hey! Pikmin,hey-pikmin,Platform,3DS,Nintendo,Arzest,6.8,0.44,0.17,0.08,0.17,2017
5082,Chocobo Racing,chocobo-racing,Racing,PS,Square EA,SquareSoft,5.4,0.44,0.07,0.05,0.3,1999
5097,Star Fox: Zero,star-fox-zero,Shooter,WiiU,Nintendo,Nintendo EPD,6.7,0.44,0.2,0.12,0.09,2016
5100,Dragon Ball FighterZ,dragon-ball-fighterz,Fighting,NS,Bandai Namco Entertainment,Arc System Works,9.0,0.44,0.21,0.13,0.07,2018
5104,Tetris Axis,tetris-axis,Puzzle,3DS,Nintendo,Hudson Soft,7.8,0.44,0.2,0.14,0.06,2011
5110,Samurai Warriors 3,samurai-warriors-3,Action,Wii,Nintendo,Omega Force,5.1,0.44,0.09,0.02,0.32,2010
5112,Yu-Gi-Oh! 5D's Tag Force 4,yu-gi-oh-5ds-tag-force-4,Strategy,PSP,Konami,Konami,7.0,0.44,0.19,0.07,0.12,2009
5121,2014 FIFA World Cup Brazil,2014-fifa-world-cup-brazil,Sports,X360,EA Sports,EA Canada,7.3,0.44,0.15,0.25,0.0,2014
5125,Eternal Sonata,eternal-sonata,Role-Playing,PS3,Namco Bandai,Tri-Crescendo,8.3,0.44,0.19,0.12,0.07,2008
5128,Hyperdimension Neptunia,hyperdimension-neptunia,Role-Playing,PS3,NIS America,Compile Heart,5.3,0.44,0.22,0.1,0.07,2011
5143,The Darkness,the-darkness,Shooter,X360,2K Games,Starbreeze,8.3,0.44,0.36,0.04,0.01,2007
5163,007: Quantum of Solace,007-quantum-of-solace,Shooter,PS2,Activision,Treyarch,7.8,0.43,0.17,0.0,0.0,2008
5175,Dragon Ball Z: Shin Budokai - Another Road,dragon-ball-z-shin-budokai-another-road,Fighting,PSP,Atari,Dimps Corporation,7.2,0.43,0.19,0.09,0.08,2007
5192,OkamiDen,okamiden,Adventure,DS,Capcom,Capcom,8.3,0.43,0.21,0.07,0.13,2011
5200,Mischief Makers,mischief-makers,Platform,N64,Nintendo,"Treasure Co., Ltd.",6.5,0.43,0.25,0.06,0.07,1997
5203,Castlevania: Dawn of Sorrow,castlevania-dawn-of-sorrow,Platform,DS,Konami,Konami,8.9,0.43,0.34,0.03,0.03,2005
5208,NBA 2K18,nba-2k18,Sports,NS,2K Sports,Visual Concepts,7.5,0.43,0.3,0.06,0.03,2017
5210,Doom (2016),doom-2016,Shooter,NS,Bethesda Softworks,id Software,8.2,0.43,0.24,0.15,0.01,2017
5214,Tales of the World: Radiant Mythology,tales-of-the-world-radiant-mythology,Role-Playing,PSP,Namco Bandai,Alfa System,7.0,0.43,0.17,0.01,0.23,2007
5215,Atelier Totori: The Adventurer of Arland,atelier-totori-the-adventurer-of-arland,Role-Playing,PS3,NIS America,Gust,7.8,0.43,0.12,0.07,0.21,2011
5217,Dawn of Mana,dawn-of-mana,Role-Playing,PS2,Square Enix,Square Enix,6.3,0.43,0.07,0.05,0.29,2007
5225,Def Jam Icon,def-jam-icon,Action,PS3,Electronic Arts,Unknown,6.6,0.43,0.16,0.19,0.0,2007
5231,Sin and Punishment: Star Successor,sin-and-punishment-star-successor,Shooter,Wii,Nintendo,"Treasure Co., Ltd.",8.4,0.43,0.19,0.14,0.06,2010
5247,2010 FIFA World Cup South Africa,2010-fifa-world-cup-south-africa,Sports,Wii,EA Sports,EA Canada,6.8,0.42,0.23,0.15,0.01,2010
5316,Valkyrie Profile: Covenant of the Plume,valkyrie-profile-covenant-of-the-plume,Role-Playing,DS,Square Enix,tri-Ace,7.5,0.42,0.22,0.02,0.16,2009
5326,Castlevania: Curse of Darkness,castlevania-curse-of-darkness,Action,PS2,Konami,Konami,7.2,0.42,0.18,0.14,0.05,2005
5331,Vanquish,vanquish,Shooter,X360,Sega,PlatinumGames,8.3,0.42,0.19,0.16,0.03,2010
5332,Castlevania: The Dracula X Chronicles,castlevania-the-dracula-x-chronicles,Platform,PSP,Konami,Konami,8.0,0.42,0.22,0.09,0.04,2007
5341,Zack & Wiki: Quest for Barbaros' Treasure,zack-amp-wiki-quest-for-barbaros-treasure,Adventure,Wii,Capcom,Capcom,8.7,0.42,0.18,0.16,0.03,2007
5351,Zone of the Enders: The 2nd Runner,zone-of-the-enders-the-2nd-runner,Simulation,PS2,Konami,Konami Computer Entertainment Japan,8.6,0.41,0.15,0.12,0.11,2003
5396,BlazBlue: Continuum Shift,blazblue-continuum-shift,Fighting,PS3,Aksys Games,Arc System Works,8.7,0.41,0.21,0.08,0.09,2010
5400,Ogre Battle 64: Person of Lordly Caliber,ogre-battle-64-person-of-lordly-caliber,Role-Playing,N64,Atlus,Quest Corporation,9.1,0.41,0.1,0.02,0.25,2000
5404,NiGHTS: Journey of Dreams,nights-journey-of-dreams,Platform,Wii,Sega,Sonic Team,7.0,0.41,0.32,0.02,0.04,2007
5408,Armored Core,armored-core,Simulation,PS,Sony Computer Entertainment,From Software,7.2,0.41,0.13,0.09,0.16,1997
5416,Katamari Forever,katamari-forever,Puzzle,PS3,Namco Bandai,Bandai Namco Games,7.3,0.41,0.26,0.05,0.06,2009
